text,sentiment
plus hurt seeing love falling someone else even kidding im wellllllllllllll gutted,0
twitter sooo pretty cool,2
nothing let stay quiet together p cry,1
oof perhaps time start moronmonday shout meme,1
raining denver course,1
get door go work goin goin,1
pretty sure sat wrong train going wrong way bah,0
yeeeeah much better think,2
nice long nap,2
got much work,1
pingpong oh male stripper lmao,0
omg murdere accidently killed spider,1
got new frens frm germany mexico n france havin dinner,1
download movie annual academy award pre show cool movie,2
exhausted sick face greenish,0
whincop complex much consider day like today monday brain back tomorrow,0
true fantastic sequel wished introduced franklin richards character,2
ugh im tired hardly anything play niece im goin bed goodnight eveyone,1
yã â â½n tã â â½m sang n th c tr n tinh twitter tr l lã â â½ thã â â½ng th ch sanh nh lã â â½m quiz mã â â½ c c cã â â½ng chã â â½a,1
gooooooooood im complete nut case,2
new implementation test discovery unittest time loader good start think,2
ooh love sweet potato fry definitely go,2
im gone miss ya lol laugh im serious bittersweet lookin forward home cant wait till nx semester,0
vegetable,1
told verizon send anyone showed got ta deal dunno long offline,0
lol feel like drunk right,0
didnt say goodnight,1
chose wrong career,0
think maybe cold,1
way sleep next day way wake returned missed much,0
yeah finger crossed,1
night nurse,1
happy mother day euch allen,2
want copy read find little library,1
im salaried make less matter many hr work come territory suppose,1
thought wallace gromit team behind monkey island could combined disastrously,0
tried want listen know anymore feel like care anymore,0
ah found weird screen name name war jazz,0
wheres phone,1
life twitter quiet race recovering celebrating p fem marathon wow,1
little girl bgt sad cried lol xxxxxxxxxxxxxxxxxxx,0
girl girl bangin shoe work,1
changed way golden gaytimes made used awesome,2
jayytee yea knw,1
friend roman country men lol ppl need help say twitter dont friend loner loner la da da,0
thanks mandy good sister may true unfortunately road tire say,2
hate thunder lightning,0
cleaning room listening britney,1
im feeling burn last day gon na chill play xbox watch stuff day,1
sad day great guy enthusiastic teacher,1
home sweet home sleeping monday hope,1
stuffed n move,1
working watching snl,1
singing rain,1
okay haileys really gone everyone keep prayer,0
think disgusting,0
fell asleep minute saget roast,1
union let anyone run away anything,1
sky diving aaaaaawwwesome kinda bored though,1
would pay lunch oscar de la renta see hitting east village shop,1
foster see look icon theme btw,1
phone tyson,1
ok im juz curious,2
well im hving another one today yey,1
cheer look later hopefully get sorted,2
read twilight new moon keen read eclipse breaking dawn hmm twilight better new moon still awesome,2
hour sleep last night want crawl ball somewhere sleep hour work till six,0
drive get taxi pool table jukebox,1
cant get onto twitter internet,1
thanks follow isafailure supposed b team thing friend emailed communicated n,2
mostly going work update twilight blog basically life sleeptime,1
shawty next like hella good oowwwww,2
tomorrow mother day get mom gift tell love,2
honesty pain blech,1
miss sweetie,0
arghhh annoyed yet gone starbucks given skimmed milk instead soy milk milk hav throw away expensive,0
time warner talk aol presentation warner bros,1
housemate saw angel demon last night left home looking forward seeing wanted reminise,1
suck,0
got done discing found two disc last two day solid wish would treat koozie better throw around,2
going shower brb min,1
actually prefer rum gin preferred much previously,1
gon na nap n chill probably go movie later ugh headache sux cloudy day,0
yeh merch shopping look fab,2
awake get back sleep,0
aww preciate love hunnie,2
finally back bed puppy long week jamaica loved lve home night,2
way backstreet boy remember gasping used song chuck like omfg way,0
guess true,2
got feel belly baby,1
searching apartment kaohsiung go seeing apartment next tuesday found good one reasonable rent,0
weather ugly n l really cold,0
iphone sdk going become friend today even kill,1
happy mother day mark,2
yelled year month day would produced enough sound energy heat one cup coffee,1
right ducky thanks big help wrapping writing,2
lame right u know date cali,0
part social networking even room people,1
l game unfortunately teh cavs lost sure fun though,1
worry good news good spread,2
yes actually home mom laundry babysitting broke something need b fixed,1
part unfortunately,0
feel good,0
home chocolate peanut butter stupid kid bus ruined yearbook,0
degree would dream boise still,1
fkkk nurse coughing lung,1
really sad shes missing critical mass,0
guess easier said done people one unfortunately,0
heyy told follow u whatsup,1
graduate college saturday,1
yeeeee haha funniest thing dude cant ball bring hot gfs along watch get murked,2
really wish could convince brandon move somewhere like want move lexington,2
ar work bored hope tiff get soon fun start,1
aw u let secret,0
aw welcome,2
going good week,2
eh really nice girl miss youuuuuuu,1
finally cup coffee,1
think way god work tremendously amazing made possible get card holder lost back,2
rade oh economy gotcha sorry happy got another one la enjoy socal ahahaay lol,1
know sometimes letting go make difference eh,1
wale week away wale idk guy school really like,1
crazy kid nap think heat still tell go grandma cuz sick,0
mit bookstore best book selection one bookstore coupon discount,2
status update twitter ice timestamp sun may cest,1
widddd bus london also,1
burnt arm thought know,0
cool rite,1
laurie dad superman pulling take easy,2
uk phone service oh yea still sick cough sniff,0
thats great babe congrats,2
lmfao yea anyone please really pretty,2
hmmm skip grocery store head walmart could potentially leave much,1
finally home enjoying rest day azongo smoke fest woot mmot miss,1
thanks pp,2
understand anything help,0
luke thanks p chris ur husband pretty cool reckon sorry u feeling sick hope feel better soon,1
whaaaaaat oh know,0
love cancuks,2
congrats highly doubt u buyer remorse u wanted car,2
miss closest freind shirley went france summer miss shirley,0
lmao still thoroughly enjoying conversation,2
babe,1
dont know lunch today darn cold today,1
gettin ready put show ugh really hope ppl dont comee,0
yeah thanks pair git hope mega like bus,2
woke catching nightly tweet,1
hulu work canada,1
well put good inning sweared brother law fine form,2
fuuudge movie store closed,1
youtube channel demilynnmusic haha cause love sing stuff yea,2
ready homie actually ima working,2
wish could surprised gone h work,1
yummy yummy ice creammm hate heel whoever made pair,1
great time block party mackenzie,2
connors called want saying back live pen haha,1
hope great weekend paris,2
done photo album im good person make quite private pity ben haha,2
aww lovely pic,2
way nab youngster go best friend swears younger men apparantly go longer,0
aww cryin tho want get thru feel sorry shes good tho,1
got home audition awhile ago think went pretty well math homework calling name,2
oh memory,1
im heading home,1
yay good back,2
ugh hedache may cheap still class roll,0
kakabalik lang tarlac good aftie,2
got caught rain outside im cold bbbrrr,1
k really going bed even tho tired night,1
haha great yeah zachary quinto spock really awesome indeed,2
oh lol yes facebook nice safe environment like church basement,2
lonely,0
exhausting day come tomorrow city mother day wait minus driving,1
well thanks thinking ever get scratch one well right,2
thank god camera fixed want new ipod,2
know stink birthday sorry bra hope fun anyhow spite,1
everyone go boo got one twitter wonder con innocent un suspecting people talking,1
also found also last youth group meeting,1
new post,1
sucky sucky homework,0
rickroll itunes shuffle,1
ur welcome u finished ur speech typed written note,2
talking sam msn twitter minute ago,1
tea found picture big snail walk yesterday,1
want leave secretly know australia twenty time better america,2
sigh sound happy,0
sorry make sure next time,0
fam back big island said vog bad see ocean sad,0
oh cool alpha coming auto connect feature wanted request,2
back leg kill yesterday big old leak kitchen look like staying pjs day infront tv,0
trying put veggie soup watching bride war body recovers hope spring back tomorrow,2
day fly u got thing hour,0
oh hell yeah lol im vegetarian tho still cook mean x im traitor,1
view atlas mountain morocco across strait gibraltar took day europa point gib,1
yet holdin,1
yes haha impaled crossed key love scottish trying irish ewan mcgregor,2
toooooom tour philippine pleeease risking health get reply haha,0
ahh saved mowing lawn rain plenty time go kayaking blessed rain god,2
lucas till david henrie lover boy cute lucas ill henrie deal,2
thanks sissy sure check ur myspace tonight gon na something luv ya,2
knew use love show happy weekend,2
know mean rain suck,0
tilaaa make feel special haha hater day,1
hey chelsea arm hurtig vaccine todayyy loveeya,1
got hair cut almost ear,1
want iphone,2
got tsk tsk tsk shame haha feel better bro,2
wow cute pic,2
maitreya bobby bday yay,1
really hyperventilating hair yes certainly,0
picture cassie crawfish boil make smile real big also desktop still fail ultimate fail hate,1
need sumthing excruciating headache,0
work thinking thing working,1
happy bunny,0
hey going looking forward weekend sadly im workin sat sun,1
hitting fairly empty shop orlando downtown disney later,0
ur welcome,2
ah wokking great could eat much ice cream never eat much ice cream life,1
must get,1
haaa awesome remember brother got given woody got upset cause got buzz got lmfao,2
scaring mad jip world presence,0
mozart requiem tonight,1
jip good one,2
jodies played sims till daddy picked yesterday basically social time,1
dreaming cuddling lady waking alone fun,0
point facebook message,1
imm tired callin hearin convos wanaa call himm,0
ouch realising sheltered upbringing,1
yep tolerate nothing facebook group,0
possible pas laying bed soon sleep,1
doctor mommy,1
working pr plan award,1
drank much,0
aww bless guy cute still touch bb contestant xxoo,2
awwwww sorry,0
mine matter phone,1
farrrrr pdhpe assignment due next week english homework,1
going shibuya meet mom get contact lens shinjuku,1
tired canã â â½t stay awake must finish work sunday,0
boredddddd follower shes amazing broken,2
surgery,1
good sorry,0
mass cleanout room rearranging sent mother buy bin bookshelf since mine suck bad mood,0
crossing finger ya hey side town welcome lol,2
aha mom super power guilt,0
called retro dear wear fifty fashion sometimes see birthday picture,1
work huge headache,0
na friend ask great physique lol,1
mmmmm someone inside brlliant,1
hmmm bout boi jammin sum john stephen ya,1
ooooo explanation thank god u would forever wondering love good night mare tho,2
trying convince wait bit see well want see,1
supp,1
cool happy contribute future article enjoy rest weekend,2
sooo stressed everything,0
gave kiss flirt course liked,2
shakas againn dollar salad,1
totally mia know bad,0
blackberry ran juice middle day miserable twitter email beck call truly awful,0
weird tot usually rain east coast first east coast usually get rain,0
missed play,0
effort though,2
wow impressed pastor lucas great work,2
neighbor cat died really loved,1
um think text msg subject line fail,0
tweeting much even paying attention,0
took calculus exam today think well messed one derivative identity though well never miss one,0
u witch im upstate hick dry county alcohol ethnic food im cry,0
excited visited twin best friend dinner star gazing movie cool,2
worry get bored hang give,0
idiotat cool th nks follow techyuppie idiot,2
coffee bread peanut butter today,1
trying get pilot first season friday night light oh gosh pas tissue,1
need somewhere go still lush want back,1
feel third eye right right go see foreign boy,1
joe put new bulb spotlight,1
printing opera give much better result printing pdf name stdin pdf always got ta compromise,2
frustrated copying across usb stupid old server,0
still playing wii fit lol fun fun fun movie tonight ill upload photo took today right check next tweet,2
thanks interview mama enjoy night,2
living studio sound important oh mildura totally boring mhhh whatever byeeee,0
joey getting new lizard fun x,2
omg sorry hear keep finger crossed find something,0
happy mother day mother,2
broke laptop,1
dann vega misconnected next flight midway tonight hotel w undies,1
aguirre going anywhere book finally get hre cool know wht butch look lk lol going mail tdy,2
henrie oh god yeah cake look delish hope shared haha,2
ha right know right,2
someone dead army wife dad laughed mum got annoyed wan na watch britain got talent,1
time going slow,0
one sportv connect righ way,1
yes dear v,1
test gauge audience reaction,1
made huge revelation dish everyone left totally forgot hate happens,0
happy mother day mommy,2
nice day,2
lol going see maybe today,1
think disorder stay al night reason n sleep al day suuuks,0
good morning sunshine mm gon na start day wth movie,2
ugh usual babysitter graduation wednesday got meeting request bos graduation,0
cute think make makerfaire sadly,1
ritz thnx sweetie r u evening xo,2
eyedea love last fm find lot easier content spotify add like,2
nauseous need yogurt something,0
game want u already know league want,1
headed back pulaski,1
hm maybe louise rennison break tradition october instead always order uk version anyway,1
mac hard drive crashed brought powermac recover file back,0
anytime,1
whaaat still next week,1
wow someone proud,2
well last fabs gone,1
cobra mexican bird flu hub bar hate play mix oh freeze frame,0
lovely weather wan na go,2
changing online nickname mtaby hopefully uniqname well hope change go well domain available,1
still love ask,0
cleaning house friday night,1
say diana wan na burn pic dvd cd,0
haha sound like going heap fun,2
uhh wish someone would include follow friday would great get follower,2
happy anoop day monica,2
alright playing card rain smartest idea might sick fun,1
yes,1
omg mcdonalds combo wendys sundae puke material,0
lol event management prerequisite,1
gdgd well better go get ready work haha fun tonight x x,2
happy mother day mom especially wonderfuly mommy,2
yeah silly mistake end long day etc etc brand new plier,0
apparently crappy typing skill lol sorry,0
want buy really red lipstick wear often,1
tired going take nap finger hurt,0
creeped ice cream social good time lars real girl sad movie,2
hmm seems gun need follower,1
sorry sister think get see man bit make happy guy call tonigh,1
lol staying craig got footy molly missing good weather buggy either,0
feeling like want cry dont get empty feeling stomach throat start hurt,0
broke favorite necklace superglue,0
â â½c today cold wind want like â â½ â â½ love hot weather reaped strawberry yday,1
finishing giraffe getting sleep super excited tomorrow,2
loving lego indiana jones game researching aracheologist dream,2
got stranger lol,1
hallooo bayern hallooo stau,1
oh wow thanks info,2
saw today beautiful looked good glad see wonderful turnout,2
happy bank holiday monday twitter bath time spring clean movie marathon lazy day,2
repeatedly rub thumb softly lovingly upon new sarah rayne novel sigh paperback potrait profound bliss,2
leave citeh jersey,1
studying exam boring,0
sleeping rest day busy however got spend last favorite babysittee kid great,2
haha look little like u charlie lol,2
say hi dan katherine zachy,1
really fancy baked egg spinach,2
hopped bed put swwwaaaaggg oooonnnn got back bed raining,1
little get impression twitter copy topify,1
reznor trent get mad keep thinking pretending engaged reason,0
headache going away,0
love camp fire wish kid would try bit harder sing along,1
site blog worst zoning concept year heaven fr tell meh fake,0
fog horn doom great way start morning living next harbour really great,2
missrachel much,1
boarding us enterprise warp speed ahead fb,1
yip would sign dodgy site jo eish boet cool,0
anyone want buy anthropomorphic planter called domsai matteo cibic available till,1
warning tweeting ridding bike dangero waaaaaaa crash,0
great weekend good mood even mind work morning,2
today fun,2
hehe funny midget thing cheer alex wave germany right spain,2
sonny mystery man thoughh,1
loving fact jor talk tell want amazing,2
miss vermont,0
love song,2
tried dm following,0
aim getting ready go bed running tommorow mother day wish luck,2
wow wow hope get sort gut near future,2
listen sample make sure thinking stuff loud odd zorn stuff recall mr bungle,0
awww hate one,0
haha wont well il try lol night chick xxxxx,2
apparently im getting drive school morning anymore well dad left school morning watching twilight,1
last one month due summer strawberry availble chennai market,0
sister ripped heart outta myy fukkn chest im super hurt right ever needed life,0
angrrry fb account got deleted wtf poem ever written,0
good morning baby yes slept like rock refreshed ready anything hug let go miss u,1
sittting seat watching tyra show,1
accidentally listened rick ross,0
live long prosper fb,2
oh noesss senior last day however tickling till floor giggling made totally worth plus senior sandwhich,2
firmware heh coincidence anything maybe sw guy heard,1
used ozzy osbourne pillow mom threw miss thing,0
awwww poor biggie puked car even though air conditioning full blast think heat ok,1
ugh back killing,0
oh left smiley face knew kidding,1
suspect tax man fault,0
westend enjoying sun,2
aww nice,2
found mad men season delayed august,1
still unfortunately,0
man still seen movie bad work,0
ryan baby iloveyopu day kayleigh baby lymz cntt waiit,2
happy mother day hungry resturants closed,1
got hospital jimmy really bad please please send good thought really worried,0
tired beyond reason would rather anything else tired,0
thought several time got good friend,2
brought sf fog la,1
pondering lunch shane think already hear people whining,0
definitely usually found critic know virtually nothing constitutes good movie rarely wrong,0
cat missing day freaking,0
watching snl,1
twitter useful reminds people forgot ask given day also excellent inspiration,0
sorry sadness nitenite love,2
also wasting time til cab get spamspamspam also keiths motorbike nicked well,0
ummm idk courtney date hooking u,1
know send anna let think bit find way,1
thanks found link however think need customer download,2
absolutely craving brownie ice cream right fedex,1
getting ready dayyyyyyyyyyyy hope work go good,2
stuck office red hot,0
got two third new moon three day eclipse work assignment sadly dnt write self,0
blame got good p better good condition night,1
palin got new haircut,1
scream surprise first customer said haha via lmao,2
chillin roomy wait zombie clwn cr gon na week,1
aw ipod thin gray line across screen drop take good care long dy,0
wan na go see edinburgh happen though haha yir lucky funnnn,2
brought back memory mentioning mixer pushed angel desk full glass beer fault desk f,1
nanaimo missing son already havent even left yet,0
like change feel like google send email tell thing gunna phone,0
whohoo erin got accepted ottawa u nursing school algonquin pembroke campus may get girl back,2
hey hey hey lol,1
silly shoot shopper though taser probably humane penalty item item line,0
ever think,1
new project going incredibly well tired today think get monday permanently,2
sprinkling outside hope rain game,2
sigh last day work sadifying heartparts,0
happy mother day mother thank awesome mother,2
everything good except neck shot steve back head shot,1
remember text twitter get list command halp,1
feel hungry cook pleaseyour food energy work,1
great song cobra starship feat leighton meester,2
yep facebook person,1
thanks r sorry lotr spam,0
yaaaay mish following gab,1
morning peep need get know around,1
march uk today quiet regarding mother day sweet u wish though thanks,2
u give ur mother anything special make cake make sure mine get stressfree day p cheesy work,2
many thanks,2
prettty goooooooood going daaaaaancing mo havnt studied much math,1
people ask lot plus thought id contribute sykes trending topic,1
downfall relaxing later mad manual labor finish cleaning fridge fold clothes house work blue,0
enjoy know,2
dentist hole tooth,0
afraid much realized true difficulty design may cry soon idmfinal,0
cant fall asleep,1
official liberty grand new fave reception venue blog shot tuesday,1
america going anymore phoned earlier,1
time like miss manila feeling lately,0
beginning cater u always get,1
yup get better,2
meee penguin wallpaper backround phone computer ipod touch twitter,1
ditchin barfin sorry guy esotsm,0
come school,1
oic need get upgrade space want use thanks prob use photoshop dreamweaver,2
test today killer even manage finish time,2
hungover,0
know find miss matched sock winter mean go,1
girl confusing,1
suffering benadryl hangover morning killer headache ugh,0
birthday tomorrow everything worked fine w end convinced invite ppl know,1
know wear,1
speaking fish company fish died rip julio,0
check video scriptgirl report officially survive weekend,1
thanks,2
bexi totally completely agree,1
june sat,1
watching eat hotdog gross drunk annoying trying really hard glre,0
put dog sleep love abby rip,1
think thought sneezed,0
awake hour,1
haha gon na awhile til come sweden think,1
yeah dropped bike yesterday leg got caught engine bike got mark mind trying avoid stair lol,1
vcenter screwing today specifically mssql server connects,0
hmm ok well hope feel better soon babe ima go bed long day tomorrow,2
poor pooch,0
getting ready school hope today happy awesome day,2
setting business hour rush job still considered norm,1
makin,1
love hair blowin wind,2
reached cellgroup leader house surprised dry haha,0
awww kanye west shame doesnt get joke,0
right,2
stunningly beautiful new piece usually go together wish could go,1
haha ya friend totally kick party occasion,2
need hug dnt feel good,2
finished exam ok guess,1
anyone know good rap song need make rap fun cd idea helllllpppp,2
thank happy mother day mother also snl tonight,2
eh u dont like retro tisk tisk u upto apart waxing ur mustache lol,1
awhhh nice see,2
yes co worker go bar,1
got totally lost pay taxi get back supposed yeah something like lol,0
saw fleetwood mac insanely jealous enough money buy ticket think never see,0
child promised birthday brekkie bed problem bugger food house,0
late last night oracle,1
glad liked quote integrity one productive moment,2
going turn tribbles need tracking device hhrs,1
bought beer today,1
ahhhhh none friend want see wan na chill tonight,0
say hi nikki pleaseeeeee lol soulja boy tell em live live,1
woke remembered there school life good xxxxxx,2
dude got n table readyyy fo u,1
mom actually,1
try az brooke omg cant even outside less minute getting neck burned,0
feeling pretty energized ready face day w hour sleep hope last day,2
snoop uncle coolest dancer ever,2
bbq time,1
ok ahhh last chance go school chemistry exam,1
please wear glass next video look amazing,2
wait till sunday new episode supernatural episode left,1
aww anyone see hollie steel bgt tonight wharra shame,0
realised got home left mine fridge welcome like,2
im hungry thirsty afraid go downstairs,0
ohhh log pity great,0
little romantic date suzy uptown,1
forgive good lord time knew wat except mighty oracle ing care fully support unixodbc,0
oops got taken,0
also tired,0
went wingstop without,1
goodmorning world,2
happy monday everyone loving new arrangement family room,2
way griffin staple removed head fun,2
like sound tweet,1
paris pack ill wake yes dance lesson,1
automated downloader would know like youporn new recommendation feature,1
pulled interesting meeting urgent support request,2
wx see color sky look philly yellowish orangeish brownish look scary lol,0
know twitter depressing tonight,0
oh think didnt well photo editing db sorry,0
like almost sholders,1
nope really sweatshirt oh really really awesome doughnut haha,2
aaron playing gig life aquatic party outside austin think mi tt bday party sadly,0
headache wan na see julie,0
birthday today wish good one asshole sleepytime,0
hittin ole dusty trail w miss morgan,1
actually time get train would arrived,1
aubrey pearl,1
oops open,0
never arrived wait monday,0
home dont know im tmrw besides whole mommy day thing feeling awesome night guy,2
justin funny snl ciara finna perform,2
coffee lifeline thing good,2
nursing sore back today,0
always forget,0
working freakin computer trying save stuff harddrive seems failed miserably,0
still awake fall asleep one bit sleepy,0
aaaau thanks gi really really love u thanks really great friend forgiveme leave sometime,2
morning happy juddday,2
miss smile,0
apparently distant relative died east africa leaving heir send,1
suffering hemorrhoid,0
happy mother day liked poem,2
golden girl marathon end lofnotc,1
happy mother day,2
wow christa incredibly sweeeet want one get sec check app merch asst rule lol,2
depressing,0
going relaxing hot bath goodnight twit dont worry andy love twitter hehe,2
rest important like everything else,2
umm school subway w mom nothing planss ruined,0
steve chai sound awesome wish one stuck idon tknowwhatdamnbrandcoffeethisis,2
involves posting thought reading others mr bean got new number btw txts back,1
wanted see saw pg totally bummed,0
get going lol least didnt get hope,0
photo session mother daughter bonding session happy,2
awesome weekend awesome turn rummage sale friday saturday,2
nope playing one think going wait next iphone,1
pheasant dream kaotic one,0
car almost definately going written garage rang said work cost insurance co,1
domina sun girl think fit better,2
really tired jake always give work,0
happened ravit asked met thru twitter friend ct love social medium way,2
time seek coffee caffein love affair mmmmm sweet hyper goodness,2
handed evaluation form marketing tutee today one filled aloof condescending rest love though,2
thought splitting estate depressing course kidding like thought parent dying,1
faa thaa night movie night,1
condolence,2
excited thing jay room arrive,2
assembling figuring new alarm daddy gave sooo loud think blew ear drum,1
great great cookoutofthecentury wife tummy hurt great,0
lol bad taken,0
yeahh uhhh sure feeling new jonas song yet,1
thats im getting new phone since phone dont work,1
ahhh jealous nice time see get back x,1
yer hope competition doesnt end post video lol really good singer entered,2
actually got bit tan today haha sadly working weekend get chance enjoy glorious sunray boo,1
lossing power house alone fucckinggg cool party cakss,0
oh love family,2
sat around corner,1
gon na watch bgt bad time,0
show lunch eating solo noodle,0
able see clip episode website america languish reading news story,0
sad face project keep crashing itunes,0
wait day till happiness,2
enjoying new car,2
hey song would like listen,2
lunch fun nothing eat,0
interviewed u book gon na say something wait something say,1
love john mayer update modeling hot sun sweaty jk seriously,2
ipod touch worth money thinking buying one ipod dead since morning,1
happy almost mother day,2
little irked moment,0
awww poor little girl bgt,0
supposed even hotter today yesterday wearing short work,1
crazy night lost key walked home missed papi call swizzy sad,0
av ad realy gd day wiv ciara connolly park gate west kirby new brighton fukin funny bt sunburnt luks like driver arm,2
celebrated spilling half soup hello calorie lunch weekend please,1
guess need get iphone sure look bad,0
didnt krystal spent night last night dnt think posted ya laughed lot squirrel house new inside joke,2
want wish happy mother day two favorite mom world mom course sister happy mom day two,2
shocked put thing whole new empowering light,0
youre supposed,1
gooooodnight fully gave english pride prejudice love movie hate book,1
awesome everyone go see stupid theatre show pixar short film,1
egg white grain toast yup,1
time turn phone get full night sleep,1
truly praise god mom greatest mother world happy mother day mother reading enjoy day,2
im glad dont go,2
guess good bad moving option guess mhm hehe time,1
enjoying pathetic tiny music collection rearranging room still little tired shortening grass one frog,1
love daddy dad appreciated daughter day mine,2
im people pleaser,1
good eatin hey follow son,2
hearing lot good thing new trek movie see dad fellow treky would like see,2
lol know dont need plant give hug instead hug,2
wish could work,2
polly scattergood new single today download please touch ep itunes ace,2
jonas demi miss niiick soul asasgdygyasdgy,0
tell pete look sexy beard,2
yay new computer fiddle,1
double cheeseburger fry golden arch sicker dog tomorrow,0
hahha drug though,1
happy mother day mom,2
manchester wayyyyy busy warm today also,0
think girlfriend need douchebag right mood feel neglected,0
baby man year old week today growing fast,1
oh said perez,1
window user tip make default install take knew would big srsly,1
know think like dieing,0
need remember data customer entered previous page use back button many,1
back sql final tomorrow new video today,1
beautiful albeit windy time night,2
justin timberlake easily become reiki master,1
going anymore,0
bed sick atm sick since yesterday hru hun,0
concentrate heat cooler job,0
make one something charger,1
workout stunk headphone,1
ur funny gnight,2
anyone know move google chrome password firefox,1
lunch w jason deli stepped dog poo,1
probably,1
grove drag hell hope suck,2
nice dinner hubby way home min drive city sigh,2
poor lived germany favourite cheap saturday one away,2
year ago brother saw bruce walking sidewalk sanibel used live pine great place,2
work lammmeeee,0
thats golf buggy lol australia zoo buggy staff use get around give certain patron life,1
saturday know mean bedtime,1
figure quoted wildly optimistic stuff science fiction bit disapointed ciber sabip,0
seeing korean buisnesses failing,0
glad fun babe,2
thank u guy much helping follower thing im probably gon na win cause dont follower yet,2
got reconnect dear friend tonight lucky many great people life blessed,2
talking vincent miss baadly,0
getting kid ready school deciding workout du jour,1
worried sam want know okay,0
day sick little tierd bit much drink fun,1
ok happy hear feeling fine,2
harris way two ten hour real ale take,1
ugh hangover sign getting old,0
btw offend yeah rockstars pretty ok,2
hey cool,1
hit hay came goodnight world inhabit,2
happy nurse week first one rn,2
still hating whole twitter reply thing feel like missing bit fixreplies,0
american trade journalist ask pr almost time uk journalist erm much come,1
know running though soph get massive one,2
think ill tonight,1
sick constant bad dream grr,0
need people shoot work new post processing technique need show pp people want,1
nice got indexed want unload need,2
stupid msn wont let onnnn,0
haha great slept horribly last night,1
mom get paid,1
hydro drive abandoned three mile,1
weekend think making michigan wonder year,1
birthday today running mile tomorrow ughh choir concert,1
directing theatre play,1
temporary address working either must done something domain,1
went see priscilla ahn last night amazin band actually,2
hear piss haha,0
flew home london ni catch family caption show everyone went bed early left,1
big si moved gna b weird without x,0
specifically like also adore outfit yum,1
lovely,2
hall gutted lmao think obsessed bahaha,2
working wait till funeral monday,0
djing prom free prob gon na dj stuck boooooo,1
ree heally hoping rain stop time get metro courthouse bring umbrella today,2
ru,1
thought mention need enable growl tweetie make plugin work avoid duped notification,1
getting nerve cant change pic,0
wan na wake shoo roommate shoo,1
good,2
saw fox getting freeway hope go home,2
got,1
sin,0
yes thinking staying office slightly less ridiculously hot,0
finally going bed woo hoo got ta work lot love,2
kookie girl rain song forrealll,1
interview tuesday thing turning around think yay dont worry japsicans rare breed,2
checked bank acct mornin got lil sad decided would imagine end make smile whateverworks,1
back lovely land north,2
pleasure sorry hear pollen thing,1
im really sleepy want go bed upstairs mess know im gon na clean nooooo,0
hate stinkin tired everyday hard get thought supposed start getting energy back,0
finally seventeen,1
gon na suck sober one tonight,0
got following feel special,2
thats fox isnt never watched,1
actually really missing fabian pretty sad since talked like hour ago gosh time fly miss someone,0
got dailybooth sure confusing,0
oh man seen bgt news cool loved greg dancing weepy kid obnoxious imo,2
yehey summer exciteeeddd balme alcohol,2
nobody ever make sad,1
kwl nm msn nd homework went c hanna montana hte movie yesterday happy mayday btw,2
hope amy okai,2
hey dasit thanks message,2
evening,1
jamie ya honey happend account,1
hope coming piggy flu eye red neck longer hold heavy head time sleep sogni oro,0
baby left gon na get ready leavin chili full,1
really missing place grandparent living calm country im coming,0
inlove aww miss,2
full time tonight game ashington whitley bay,1
greek season two love show,2
ahh im getting really tired ej isnt yet im might go sleep without talking,0
bigfanfriday go friggin loose life suck,0
ughhh studying final wish could go prom,2
watching justin timberlake snl,1
mother day drama awesome,2
thats rub ur seeing morrissey il go cry corner x,0
placed bet sure thing lost betting,0
cute guy add follow,1
yay nice weather boo cici weekend,0
oh bad hope get better sleep issue lately,1
anytime im giggle,2
want smoke cig lighter,1
someone broke car big time really bad day,0
want go universal,1
thanks want continue improve process benefit customer thing like take time,1
seem photo grandma together tomorrow heart breaking,0
said nite x,1
laid back person part vinny opposite guess compliment work r u,1
oh storming got ta get computer,0
plan may change nooooooo,0
aaaaawhh cute,2
snitchsneeker photo cool dang comment chest hair creepy,1
starting day long friday,0
love summer forget people tomorrow mother day,2
amadeus best mozart movie got kicked high school chorus missed trip hawaii,1
thank reading ohlala,2
lolll cba get sun stuff forgot back leg wouldnt gwt tanned lol hurt sooo bad right,0
goodnight,1
take feeling away going lay watch movie,2
nice time little sister baby grown,2
welcome network buddy,2
go bed mister u need beauty sleep,1
gutted hollyoaks,0
hey,1
done finally yay relax well one day haha,2
happy mother day mom,2
get old,1
morning smiling smugly oneself anyone join,2
gee totally hatin like real mean like duh studied enough need refreshing tonite hard,0
thts kinda young boo,1
stress free way,2
back busy xd wirting star love almos page xd listenint afh tv,1
would hurt touch get hit month hurt na,0
still got one year mo tho might get new bb curve concerned abt apps batt life important,1
happy mother day oh love mom hehehe happy mom day,2
oops forgot shave leg byebye favorite cousin bklyn two night row go hardd,1
think may found next apartment one downfall,1
wan na go dbsk oppa mirotic concert thailand really wan na go muchhhhh burst tear,1
omg cant eat everything eat hurt stomach come right,0
good old friend ur new job another good day work paycheck day even better,2
gurlcece,1
sit weirdly pc know im going hit deck get,0
want go sleep sound rain,1
writing fanfic,1
flirting ima good man bad habit,1
disliking rumor cyndi made look like like,0
sure amazing wish could incredible phenomenal amazingly talented singer,2
bah sun new hammock drinking beer playing guitar singing mosquito chased inside,0
really need go start revision biology chemistry today think,1
disappointing,0
best day ever birthday,2
cause missed lot class,0
fun time allegra tonite saw good movie,2
boingo connected without fuss time slower n snail piss mdw food count concourse b,1
